"Wine_name","Wine_url","Wine_points","Wine_points_url","Wine_price","Wine_price_url","Wine_review","Wine_review_url"
"Fritz Haag 2014 Brauneberger Juffer Sonnenuhr Auslese Riesling (Mosel)","http://www.winemag.com/buying-guide/fritz-haag-2014-brauneberger-juffer-sonnenuhr-auslese-riesling-mosel","93","http://www.winemag.com/buying-guide/fritz-haag-2014-brauneberger-juffer-sonnenuhr-auslese-riesling-mosel","$56","http://www.winemag.com/buying-guide/fritz-haag-2014-brauneberger-juffer-sonnenuhr-auslese-riesling-mosel","For a wine with such a dainty footprint, complexity and impact abound ...","http://www.winemag.com/buying-guide/fritz-haag-2014-brauneberger-juffer-sonnenuhr-auslese-riesling-mosel"
"Maximin Grünhäuser 2012 Spätburgunder (Mosel)","http://www.winemag.com/buying-guide/maximin-grunhauser-2012-spatburgunder-mosel","93","http://www.winemag.com/buying-guide/maximin-grunhauser-2012-spatburgunder-mosel","$40","http://www.winemag.com/buying-guide/maximin-grunhauser-2012-spatburgunder-mosel","Gorgeous sprays of blossom cascade upon layers of ripe blackberry and plum ...","http://www.winemag.com/buying-guide/maximin-grunhauser-2012-spatburgunder-mosel"
"Wachtstetter 2013 Steillage Trollinger (Württemberg)","http://www.winemag.com/buying-guide/wachtstetter-2013-steillage-trollinger-wurttemberg","93","http://www.winemag.com/buying-guide/wachtstetter-2013-steillage-trollinger-wurttemberg","$22","http://www.winemag.com/buying-guide/wachtstetter-2013-steillage-trollinger-wurttemberg","Trollinger, also known as Schiava or Vernatsch outside of Germany, is a ...","http://www.winemag.com/buying-guide/wachtstetter-2013-steillage-trollinger-wurttemberg"
"Weingut Reichsrat von Buhl 2014 Ungeheuer GG Riesling (Pfalz)","http://www.winemag.com/buying-guide/weingut-reichsrat-von-buhl-2014-ungeheuer-gg-riesling-pfalz","93","http://www.winemag.com/buying-guide/weingut-reichsrat-von-buhl-2014-ungeheuer-gg-riesling-pfalz","$82","http://www.winemag.com/buying-guide/weingut-reichsrat-von-buhl-2014-ungeheuer-gg-riesling-pfalz","The sun-drenched vineyards of the Pfalz are known for their bold, almost ...","http://www.winemag.com/buying-guide/weingut-reichsrat-von-buhl-2014-ungeheuer-gg-riesling-pfalz"
"Gunderloch 2014 Kabinett Riesling (Rheinhessen)","http://www.winemag.com/buying-guide/gunderloch-2014-kabinett-riesling-rheinhessen","93","http://www.winemag.com/buying-guide/gunderloch-2014-kabinett-riesling-rheinhessen","$25","http://www.winemag.com/buying-guide/gunderloch-2014-kabinett-riesling-rheinhessen","Sea spray and salty mineral complexities accent luscious, peachy fruit from nose ...","http://www.winemag.com/buying-guide/gunderloch-2014-kabinett-riesling-rheinhessen"
"Peter Jakob Kühn 2014 Quarzit Trocken Riesling (Rheingau)","http://www.winemag.com/buying-guide/peter-jakob-kuhn-2014-quarzit-trocken-riesling-rheingau","93","http://www.winemag.com/buying-guide/peter-jakob-kuhn-2014-quarzit-trocken-riesling-rheingau","$34","http://www.winemag.com/buying-guide/peter-jakob-kuhn-2014-quarzit-trocken-riesling-rheingau","Steel and honey meld from nose to finish in this light-footed dry ...","http://www.winemag.com/buying-guide/peter-jakob-kuhn-2014-quarzit-trocken-riesling-rheingau"
"Meyer-Näkel 2013 S Spätburgunder (Ahr)","http://www.winemag.com/buying-guide/meyer-nakel-2013-s-spatburgunder-ahr","93","http://www.winemag.com/buying-guide/meyer-nakel-2013-s-spatburgunder-ahr","$85","http://www.winemag.com/buying-guide/meyer-nakel-2013-s-spatburgunder-ahr","Plump, fleshy black cherry and berry flavors command this ripe, lusciously textured ...","http://www.winemag.com/buying-guide/meyer-nakel-2013-s-spatburgunder-ahr"
"Schmitt's Kinder 2014 Randersackerer Pfülben GG Trocken Silvaner (Franken)","http://www.winemag.com/buying-guide/schmitts-kinder-2014-randersackerer-pfulben-gg-trocken-silvaner-franken","93","http://www.winemag.com/buying-guide/schmitts-kinder-2014-randersackerer-pfulben-gg-trocken-silvaner-franken","$67","http://www.winemag.com/buying-guide/schmitts-kinder-2014-randersackerer-pfulben-gg-trocken-silvaner-franken","While often ignored in favor of its more famous countryman (Riesling), Silvaner ...","http://www.winemag.com/buying-guide/schmitts-kinder-2014-randersackerer-pfulben-gg-trocken-silvaner-franken"
"Robert Weil 2014 Kiedrich Turmberg Trocken Riesling (Rheingau)","http://www.winemag.com/buying-guide/robert-weil-2014-kiedrich-turmberg-trocken-riesling-rheingau","93","http://www.winemag.com/buying-guide/robert-weil-2014-kiedrich-turmberg-trocken-riesling-rheingau","$58","http://www.winemag.com/buying-guide/robert-weil-2014-kiedrich-turmberg-trocken-riesling-rheingau","While the attack of this dry wine is akin to biting into ...","http://www.winemag.com/buying-guide/robert-weil-2014-kiedrich-turmberg-trocken-riesling-rheingau"
"Fritz Haag 2014 Brauneberger Juffer Sonnenuhr Spätlese Riesling (Mosel)","http://www.winemag.com/buying-guide/fritz-haag-2014-brauneberger-juffer-sonnenuhr-spatlese-riesling-mosel","92","http://www.winemag.com/buying-guide/fritz-haag-2014-brauneberger-juffer-sonnenuhr-spatlese-riesling-mosel","$44","http://www.winemag.com/buying-guide/fritz-haag-2014-brauneberger-juffer-sonnenuhr-spatlese-riesling-mosel","Rich summer peach and yellow cherry flavors flood the palate of this ...","http://www.winemag.com/buying-guide/fritz-haag-2014-brauneberger-juffer-sonnenuhr-spatlese-riesling-mosel"
"Kirsten 2013 BK Riesling (Mosel)","http://www.winemag.com/buying-guide/kirsten-2013-bk-riesling-mosel","92","http://www.winemag.com/buying-guide/kirsten-2013-bk-riesling-mosel","$40","http://www.winemag.com/buying-guide/kirsten-2013-bk-riesling-mosel","Dusty mineral tones persist throughout this deeply slatey Riesling offsetting sweet streaks ...","http://www.winemag.com/buying-guide/kirsten-2013-bk-riesling-mosel"
"Schloss Johannisberger 2014 Grünlack Spätlese Riesling (Rheingau)","http://www.winemag.com/buying-guide/schloss-johannisberger-2014-grunlack-spatlese-riesling-rheingau","92","http://www.winemag.com/buying-guide/schloss-johannisberger-2014-grunlack-spatlese-riesling-rheingau","$40","http://www.winemag.com/buying-guide/schloss-johannisberger-2014-grunlack-spatlese-riesling-rheingau","While the nose is soft-spoken, the palate of this honey-slicked Spätlese is ...","http://www.winemag.com/buying-guide/schloss-johannisberger-2014-grunlack-spatlese-riesling-rheingau"
"Kirsten 2013 1904 Spätlese Riesling (Mosel)","http://www.winemag.com/buying-guide/kirsten-2013-1904-spatlese-riesling-mosel","92","http://www.winemag.com/buying-guide/kirsten-2013-1904-spatlese-riesling-mosel","$50","http://www.winemag.com/buying-guide/kirsten-2013-1904-spatlese-riesling-mosel","Old vines dating back to 1904 produce this unusually brawny late-harvest wine. ...","http://www.winemag.com/buying-guide/kirsten-2013-1904-spatlese-riesling-mosel"
"Reinhold Haart 2014 Wintricher Ohligsberger Grosse Lage Spätlese Riesling (Mosel)","http://www.winemag.com/buying-guide/reinhold-haart-2014-wintricher-ohligsberger-grosse-lage-spatlese-riesling-mosel","92","http://www.winemag.com/buying-guide/reinhold-haart-2014-wintricher-ohligsberger-grosse-lage-spatlese-riesling-mosel","N/A","http://www.winemag.com/buying-guide/reinhold-haart-2014-wintricher-ohligsberger-grosse-lage-spatlese-riesling-mosel","Joyously ripe, this lip-smackingly fruity wine sings of a summer's bounty of ...","http://www.winemag.com/buying-guide/reinhold-haart-2014-wintricher-ohligsberger-grosse-lage-spatlese-riesling-mosel"
"Peter Jakob Kühn 2014 Jacobus Trocken Riesling (Rheingau)","http://www.winemag.com/buying-guide/peter-jakob-kuhn-2014-jacobus-trocken-riesling-rheingau","92","http://www.winemag.com/buying-guide/peter-jakob-kuhn-2014-jacobus-trocken-riesling-rheingau","$22","http://www.winemag.com/buying-guide/peter-jakob-kuhn-2014-jacobus-trocken-riesling-rheingau","While low in alcohol and austere in dryness, there's a remarkable richness ...","http://www.winemag.com/buying-guide/peter-jakob-kuhn-2014-jacobus-trocken-riesling-rheingau"
"Robert Weil 2014 Spätlese Riesling (Rheingau)","http://www.winemag.com/buying-guide/robert-weil-2014-spatlese-riesling-rheingau","92","http://www.winemag.com/buying-guide/robert-weil-2014-spatlese-riesling-rheingau","$40","http://www.winemag.com/buying-guide/robert-weil-2014-spatlese-riesling-rheingau","Weil's standard-label Spätlese shares the same core of minerality that its single-vineyard ...","http://www.winemag.com/buying-guide/robert-weil-2014-spatlese-riesling-rheingau"
"Johannishof 2014 Johannisberg V Kabinett Riesling (Rheingau)","http://www.winemag.com/buying-guide/johannishof-2014-johannisberg-v-kabinett-riesling-rheingau","91","http://www.winemag.com/buying-guide/johannishof-2014-johannisberg-v-kabinett-riesling-rheingau","$24","http://www.winemag.com/buying-guide/johannishof-2014-johannisberg-v-kabinett-riesling-rheingau","Pink grapefruit and peach nectar flood the palate of this intensely concentrated ...","http://www.winemag.com/buying-guide/johannishof-2014-johannisberg-v-kabinett-riesling-rheingau"
"Johannishof 2014 Rüdesheimer Berg Rottland Spätlese Riesling (Rheingau)","http://www.winemag.com/buying-guide/johannishof-2014-rudesheimer-berg-rottland-spatlese-riesling-rheingau","91","http://www.winemag.com/buying-guide/johannishof-2014-rudesheimer-berg-rottland-spatlese-riesling-rheingau","$40","http://www.winemag.com/buying-guide/johannishof-2014-rudesheimer-berg-rottland-spatlese-riesling-rheingau","Pristine, primary tangerine and grapefruit flavors shine brilliantly throughout this crisp, light-footed ...","http://www.winemag.com/buying-guide/johannishof-2014-rudesheimer-berg-rottland-spatlese-riesling-rheingau"
"Schloss Lieser 2014 Thomas Haag SL Kabinett Rieslaner (Mosel)","http://www.winemag.com/buying-guide/schloss-lieser-2014-thomas-haag-sl-kabinett-rieslaner-mosel","91","http://www.winemag.com/buying-guide/schloss-lieser-2014-thomas-haag-sl-kabinett-rieslaner-mosel","N/A","http://www.winemag.com/buying-guide/schloss-lieser-2014-thomas-haag-sl-kabinett-rieslaner-mosel","Struck flint and smoke lend exotic shadows to brighter notes of yellow ...","http://www.winemag.com/buying-guide/schloss-lieser-2014-thomas-haag-sl-kabinett-rieslaner-mosel"
"Carl Ehrhard 2014 Rüdesheim Berg Roseneck Kabinett Riesling (Rheingau)","http://www.winemag.com/buying-guide/carl-ehrhard-2014-rudesheim-berg-roseneck-kabinett-riesling-rheingau","91","http://www.winemag.com/buying-guide/carl-ehrhard-2014-rudesheim-berg-roseneck-kabinett-riesling-rheingau","$16","http://www.winemag.com/buying-guide/carl-ehrhard-2014-rudesheim-berg-roseneck-kabinett-riesling-rheingau","While soft spoken on the nose, the palate of this effusively fresh, ...","http://www.winemag.com/buying-guide/carl-ehrhard-2014-rudesheim-berg-roseneck-kabinett-riesling-rheingau"
"Joh. Jos. Prüm 2014 Wehlener Sonnenuhr Spätlese Riesling (Mosel)","http://www.winemag.com/buying-guide/joh-jos-prum-2014-wehlener-sonnenuhr-spatlese-riesling-mosel","91","http://www.winemag.com/buying-guide/joh-jos-prum-2014-wehlener-sonnenuhr-spatlese-riesling-mosel","$29","http://www.winemag.com/buying-guide/joh-jos-prum-2014-wehlener-sonnenuhr-spatlese-riesling-mosel","While subdued and closed off at initial tasting, time and aeration seem ...","http://www.winemag.com/buying-guide/joh-jos-prum-2014-wehlener-sonnenuhr-spatlese-riesling-mosel"
"Dr. H. Thanisch (Erben Thanisch) 2014 Berncasteler Doctor Auslese Gold Cap Riesling (Mosel)","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-thanisch-2014-berncasteler-doctor-auslese-gold-cap-riesling-mosel","91","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-thanisch-2014-berncasteler-doctor-auslese-gold-cap-riesling-mosel","$89","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-thanisch-2014-berncasteler-doctor-auslese-gold-cap-riesling-mosel","A glaze of honey accentuates the sweetness of ripe melon, peach and ...","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-thanisch-2014-berncasteler-doctor-auslese-gold-cap-riesling-mosel"
"Wagner-Stempel 2014 Gutswein Trocken Weissburgunder (Rheinhessen)","http://www.winemag.com/buying-guide/wagner-stempel-2014-gutswein-trocken-weissburgunder-rheinhessen","91","http://www.winemag.com/buying-guide/wagner-stempel-2014-gutswein-trocken-weissburgunder-rheinhessen","$22","http://www.winemag.com/buying-guide/wagner-stempel-2014-gutswein-trocken-weissburgunder-rheinhessen","Blossomy fresh with a bounty of crisp white peach and apricot flavor, ...","http://www.winemag.com/buying-guide/wagner-stempel-2014-gutswein-trocken-weissburgunder-rheinhessen"
"Schloss Johannisberger 2014 Rotlack Kabinett Feinherb Riesling (Rheingau)","http://www.winemag.com/buying-guide/schloss-johannisberger-2014-rotlack-kabinett-feinherb-riesling-rheingau","91","http://www.winemag.com/buying-guide/schloss-johannisberger-2014-rotlack-kabinett-feinherb-riesling-rheingau","$55","http://www.winemag.com/buying-guide/schloss-johannisberger-2014-rotlack-kabinett-feinherb-riesling-rheingau","Fresh grapefruit, lime and lemon collide in this invigorating waterfall of citrus ...","http://www.winemag.com/buying-guide/schloss-johannisberger-2014-rotlack-kabinett-feinherb-riesling-rheingau"
"Graf von Schönborn 2013 Alte Reben Dry Silvaner (Franken)","http://www.winemag.com/buying-guide/graf-von-schonborn-2013-alte-reben-dry-silvaner-franken","91","http://www.winemag.com/buying-guide/graf-von-schonborn-2013-alte-reben-dry-silvaner-franken","$26","http://www.winemag.com/buying-guide/graf-von-schonborn-2013-alte-reben-dry-silvaner-franken","Whiffs of smoked cashew lend a savory tone to this spry yet ...","http://www.winemag.com/buying-guide/graf-von-schonborn-2013-alte-reben-dry-silvaner-franken"
"Schnaitmann 2014 Dry Lemberger (Württemberg)","http://www.winemag.com/buying-guide/schnaitmann-2014-dry-lemberger-wurttemberg","90","http://www.winemag.com/buying-guide/schnaitmann-2014-dry-lemberger-wurttemberg","$25","http://www.winemag.com/buying-guide/schnaitmann-2014-dry-lemberger-wurttemberg","Ruddy black plums and blackberries scent this lusciously ripe, rich Lemberger. It's ...","http://www.winemag.com/buying-guide/schnaitmann-2014-dry-lemberger-wurttemberg"
"Kirsten 2014 Feinherb Riesling (Mosel)","http://www.winemag.com/buying-guide/kirsten-2014-feinherb-riesling-mosel","90","http://www.winemag.com/buying-guide/kirsten-2014-feinherb-riesling-mosel","$22","http://www.winemag.com/buying-guide/kirsten-2014-feinherb-riesling-mosel","Kirsten's Feinherb, or gently sweet bottling, maintains a firm foundation of stoniness, ...","http://www.winemag.com/buying-guide/kirsten-2014-feinherb-riesling-mosel"
"Dr. H. Thanisch (Erben Thanisch) 2014 Bernkasteler Badstube Kabinett Riesling (Mosel)","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-thanisch-2014-bernkasteler-badstube-kabinett-riesling-mosel","90","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-thanisch-2014-bernkasteler-badstube-kabinett-riesling-mosel","$31","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-thanisch-2014-bernkasteler-badstube-kabinett-riesling-mosel","Apple, pear and stone-fruit flavors are vibrant and fresh from nose to ...","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-thanisch-2014-bernkasteler-badstube-kabinett-riesling-mosel"
"Max Ferd. Richter 2014 Richter Estate Riesling (Mosel)","http://www.winemag.com/buying-guide/max-ferd-richter-2014-richter-estate-riesling-mosel","90","http://www.winemag.com/buying-guide/max-ferd-richter-2014-richter-estate-riesling-mosel","$17","http://www.winemag.com/buying-guide/max-ferd-richter-2014-richter-estate-riesling-mosel","Luscious white peach and apricot flavors are anchored by a steely core ...","http://www.winemag.com/buying-guide/max-ferd-richter-2014-richter-estate-riesling-mosel"
"Winzergenossenschaft Mayschoss-Altenahr 2013 Trocken Früburgunder (Ahr)","http://www.winemag.com/buying-guide/winzergenossenschaft-mayschoss-altenahr-2013-trocken-fruburgunder-ahr","90","http://www.winemag.com/buying-guide/winzergenossenschaft-mayschoss-altenahr-2013-trocken-fruburgunder-ahr","$40","http://www.winemag.com/buying-guide/winzergenossenschaft-mayschoss-altenahr-2013-trocken-fruburgunder-ahr","Quite rare in the U.S. market, this ripe richly berried wine is ...","http://www.winemag.com/buying-guide/winzergenossenschaft-mayschoss-altenahr-2013-trocken-fruburgunder-ahr"
"Dr. H. Thanisch (Erben Thanisch) 2014 Thanisch Kabinett Riesling (Mosel)","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-thanisch-2014-thanisch-kabinett-riesling-mosel","90","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-thanisch-2014-thanisch-kabinett-riesling-mosel","$30","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-thanisch-2014-thanisch-kabinett-riesling-mosel","A dusting of crushed slate and saffron accents this zesty lime and ...","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-thanisch-2014-thanisch-kabinett-riesling-mosel"
"Fritz Müller NV Perlwein Trocken Müller-Thurgau (Rheinhessen)","http://www.winemag.com/buying-guide/fritz-muller-nv-perlwein-trocken-muller-thurgau-rheinhessen","90","http://www.winemag.com/buying-guide/fritz-muller-nv-perlwein-trocken-muller-thurgau-rheinhessen","$19","http://www.winemag.com/buying-guide/fritz-muller-nv-perlwein-trocken-muller-thurgau-rheinhessen","Delightfully fun and refreshing, this perlwein, or lightly sparkling white, is Germany's ...","http://www.winemag.com/buying-guide/fritz-muller-nv-perlwein-trocken-muller-thurgau-rheinhessen"
"Robert Weil 2014 Kabinett Riesling (Rheingau)","http://www.winemag.com/buying-guide/robert-weil-2014-kabinett-riesling-rheingau","90","http://www.winemag.com/buying-guide/robert-weil-2014-kabinett-riesling-rheingau","$30","http://www.winemag.com/buying-guide/robert-weil-2014-kabinett-riesling-rheingau","Laser-edged mineral tones cut a crystalline edge through this bristling, honey-kissed Kabinett. ...","http://www.winemag.com/buying-guide/robert-weil-2014-kabinett-riesling-rheingau"
"Rainer Sauer 2014 Gutswein Trocken Silvaner (Franken)","http://www.winemag.com/buying-guide/rainer-sauer-2014-gutswein-trocken-silvaner-franken","90","http://www.winemag.com/buying-guide/rainer-sauer-2014-gutswein-trocken-silvaner-franken","$22","http://www.winemag.com/buying-guide/rainer-sauer-2014-gutswein-trocken-silvaner-franken","A fresh green-floral touch persists throughout this refreshing dry Silvaner. Light-footed in ...","http://www.winemag.com/buying-guide/rainer-sauer-2014-gutswein-trocken-silvaner-franken"
"Weinreich 2012 Bechtheimer Trocken Schwartzriesling (Rheinhessen)","http://www.winemag.com/buying-guide/weinreich-2012-bechtheimer-trocken-schwartzriesling-rheinhessen","90","http://www.winemag.com/buying-guide/weinreich-2012-bechtheimer-trocken-schwartzriesling-rheinhessen","$25","http://www.winemag.com/buying-guide/weinreich-2012-bechtheimer-trocken-schwartzriesling-rheinhessen","Dark shades of bramble and smoked nuts lend a shadowy mystique to ...","http://www.winemag.com/buying-guide/weinreich-2012-bechtheimer-trocken-schwartzriesling-rheinhessen"
"Robert Weil 2014 Trocken Riesling (Rheingau)","http://www.winemag.com/buying-guide/robert-weil-2014-trocken-riesling-rheingau","90","http://www.winemag.com/buying-guide/robert-weil-2014-trocken-riesling-rheingau","$20","http://www.winemag.com/buying-guide/robert-weil-2014-trocken-riesling-rheingau","Steel and stones are brightened by tones of lemon and grapefruit in ...","http://www.winemag.com/buying-guide/robert-weil-2014-trocken-riesling-rheingau"
"Balthasar Ress 2014 Feinherb Riesling (Rheingau)","http://www.winemag.com/buying-guide/balthasar-ress-2014-feinherb-riesling-rheingau","90","http://www.winemag.com/buying-guide/balthasar-ress-2014-feinherb-riesling-rheingau","$17","http://www.winemag.com/buying-guide/balthasar-ress-2014-feinherb-riesling-rheingau","Blossoms and pink grapefruits scent this fresh, fruity wine. Off dry in ...","http://www.winemag.com/buying-guide/balthasar-ress-2014-feinherb-riesling-rheingau"
"Johannishof 2014 Johannisberger Klaus Spätlese Riesling (Rheingau)","http://www.winemag.com/buying-guide/johannishof-2014-johannisberger-klaus-spatlese-riesling-rheingau","90","http://www.winemag.com/buying-guide/johannishof-2014-johannisberger-klaus-spatlese-riesling-rheingau","$40","http://www.winemag.com/buying-guide/johannishof-2014-johannisberger-klaus-spatlese-riesling-rheingau","White blossoms and summer peaches persist from nose to finish here. The ...","http://www.winemag.com/buying-guide/johannishof-2014-johannisberger-klaus-spatlese-riesling-rheingau"
"Pflüger 2014 Cuvée Noir Red (Pfalz)","http://www.winemag.com/buying-guide/pfluger-2014-cuvee-noir-red-pfalz","90","http://www.winemag.com/buying-guide/pfluger-2014-cuvee-noir-red-pfalz","$21","http://www.winemag.com/buying-guide/pfluger-2014-cuvee-noir-red-pfalz","Stridently purple in hue, this bold, richly berried wine deftly blends the ...","http://www.winemag.com/buying-guide/pfluger-2014-cuvee-noir-red-pfalz"
"Weingut Hans Bausch 2013 Hattenheimer Schützenhaus Kabinett Trocken Riesling (Rheingau)","http://www.winemag.com/buying-guide/weingut-hans-bausch-2013-hattenheimer-schutzenhaus-kabinett-trocken-riesling-rheingau","90","http://www.winemag.com/buying-guide/weingut-hans-bausch-2013-hattenheimer-schutzenhaus-kabinett-trocken-riesling-rheingau","$25","http://www.winemag.com/buying-guide/weingut-hans-bausch-2013-hattenheimer-schutzenhaus-kabinett-trocken-riesling-rheingau","Guava and caramelized honey scent this lusciously fruity yet dry Riesling. It's ...","http://www.winemag.com/buying-guide/weingut-hans-bausch-2013-hattenheimer-schutzenhaus-kabinett-trocken-riesling-rheingau"
"Schloss Vollrads 2014 Kabinett Riesling (Rheingau)","http://www.winemag.com/buying-guide/schloss-vollrads-2014-kabinett-riesling-rheingau","90","http://www.winemag.com/buying-guide/schloss-vollrads-2014-kabinett-riesling-rheingau","$25","http://www.winemag.com/buying-guide/schloss-vollrads-2014-kabinett-riesling-rheingau","Schloss Vollrad's standard-label Kabinett has a distinctly sheer, almost ephemeral lightness. Juicy ...","http://www.winemag.com/buying-guide/schloss-vollrads-2014-kabinett-riesling-rheingau"
"Grafen Neipperg 2013 Trocken Lemberger (Württemberg)","http://www.winemag.com/buying-guide/grafen-neipperg-2013-trocken-lemberger-wurttemberg","89","http://www.winemag.com/buying-guide/grafen-neipperg-2013-trocken-lemberger-wurttemberg","$23","http://www.winemag.com/buying-guide/grafen-neipperg-2013-trocken-lemberger-wurttemberg","Juicy bursts of ripe blackberry and blueberry are reined in by a ...","http://www.winemag.com/buying-guide/grafen-neipperg-2013-trocken-lemberger-wurttemberg"
"Max Ferd. Richter 2014 Classic Riesling (Mosel)","http://www.winemag.com/buying-guide/max-ferd-richter-2014-classic-riesling-mosel","89","http://www.winemag.com/buying-guide/max-ferd-richter-2014-classic-riesling-mosel","$17","http://www.winemag.com/buying-guide/max-ferd-richter-2014-classic-riesling-mosel","Ripe red apple and peach notes perfume this zippy off-dry Riesling. Light ...","http://www.winemag.com/buying-guide/max-ferd-richter-2014-classic-riesling-mosel"
"Kirsten 2014 Wolkentanz Riesling (Mosel)","http://www.winemag.com/buying-guide/kirsten-2014-wolkentanz-riesling-mosel","89","http://www.winemag.com/buying-guide/kirsten-2014-wolkentanz-riesling-mosel","$19","http://www.winemag.com/buying-guide/kirsten-2014-wolkentanz-riesling-mosel","Zippy lemon and grapefruit flavors are limned with honey and lanolin in ...","http://www.winemag.com/buying-guide/kirsten-2014-wolkentanz-riesling-mosel"
"Schloss Vollrads 2014 Riesling (Rheingau)","http://www.winemag.com/buying-guide/schloss-vollrads-2014-riesling-rheingau","89","http://www.winemag.com/buying-guide/schloss-vollrads-2014-riesling-rheingau","$20","http://www.winemag.com/buying-guide/schloss-vollrads-2014-riesling-rheingau","While a touch weightier in mouthfeel, Schloss Vollrad's standard-label bottling, this boasts ...","http://www.winemag.com/buying-guide/schloss-vollrads-2014-riesling-rheingau"
"Leonard Kreusch 2013 Piesporter Goldtröpfchen Auslese Riesling (Mosel)","http://www.winemag.com/buying-guide/leonard-kreusch-2013-piesporter-goldtropfchen-auslese-riesling-mosel","89","http://www.winemag.com/buying-guide/leonard-kreusch-2013-piesporter-goldtropfchen-auslese-riesling-mosel","$20","http://www.winemag.com/buying-guide/leonard-kreusch-2013-piesporter-goldtropfchen-auslese-riesling-mosel","Struck flint and smoke lend shade to exuberant pineapple, mango and citrus ...","http://www.winemag.com/buying-guide/leonard-kreusch-2013-piesporter-goldtropfchen-auslese-riesling-mosel"
"Robert Weil 2014 Tradition Riesling (Rheingau)","http://www.winemag.com/buying-guide/robert-weil-2014-tradition-riesling-rheingau","89","http://www.winemag.com/buying-guide/robert-weil-2014-tradition-riesling-rheingau","$20","http://www.winemag.com/buying-guide/robert-weil-2014-tradition-riesling-rheingau","While showing a bit tight and closed off, this brisk off-dry Riesling ...","http://www.winemag.com/buying-guide/robert-weil-2014-tradition-riesling-rheingau"
"Max Ferd. Richter 2014 Wehlener Sonnenuhr Kabinett Feinherb Riesling (Mosel)","http://www.winemag.com/buying-guide/max-ferd-richter-2014-wehlener-sonnenuhr-kabinett-feinherb-riesling-mosel","89","http://www.winemag.com/buying-guide/max-ferd-richter-2014-wehlener-sonnenuhr-kabinett-feinherb-riesling-mosel","$22","http://www.winemag.com/buying-guide/max-ferd-richter-2014-wehlener-sonnenuhr-kabinett-feinherb-riesling-mosel","Austere notes of crushed minerals on the nose belie the punch of ...","http://www.winemag.com/buying-guide/max-ferd-richter-2014-wehlener-sonnenuhr-kabinett-feinherb-riesling-mosel"
"August Kesseler 2014 N Qualitätswein Pinot Noir (Pfalz)","http://www.winemag.com/buying-guide/august-kesseler-2014-n-qualitatswein-pinot-noir-pfalz","89","http://www.winemag.com/buying-guide/august-kesseler-2014-n-qualitatswein-pinot-noir-pfalz","$18","http://www.winemag.com/buying-guide/august-kesseler-2014-n-qualitatswein-pinot-noir-pfalz","Fresh, primary blackberry and cherry flavors are streaked by a fresh herbal ...","http://www.winemag.com/buying-guide/august-kesseler-2014-n-qualitatswein-pinot-noir-pfalz"
"Kirsten 2014 Trocken Riesling (Mosel)","http://www.winemag.com/buying-guide/kirsten-2014-trocken-riesling-mosel","89","http://www.winemag.com/buying-guide/kirsten-2014-trocken-riesling-mosel","$22","http://www.winemag.com/buying-guide/kirsten-2014-trocken-riesling-mosel","Kirsten's 2014 Rieslings each share a core of minerality that prevails over ...","http://www.winemag.com/buying-guide/kirsten-2014-trocken-riesling-mosel"
"Weingut Karp-Schreiber 2014 Brauneberger Kabinett Trocken Riesling (Mosel)","http://www.winemag.com/buying-guide/weingut-karp-schreiber-2014-brauneberger-kabinett-trocken-riesling-mosel","88","http://www.winemag.com/buying-guide/weingut-karp-schreiber-2014-brauneberger-kabinett-trocken-riesling-mosel","$16","http://www.winemag.com/buying-guide/weingut-karp-schreiber-2014-brauneberger-kabinett-trocken-riesling-mosel","Zingy lemon-lime flavors pierce the palate of this zesty dry-style Riesling. It's ...","http://www.winemag.com/buying-guide/weingut-karp-schreiber-2014-brauneberger-kabinett-trocken-riesling-mosel"
"C. von Nell-Breuning 2013 Kaseler Dominikanerberg Kabinett Halbtrocken Riesling (Mosel)","http://www.winemag.com/buying-guide/c-von-nell-breuning-2013-kaseler-dominikanerberg-kabinett-halbtrocken-riesling-mosel","88","http://www.winemag.com/buying-guide/c-von-nell-breuning-2013-kaseler-dominikanerberg-kabinett-halbtrocken-riesling-mosel","$19","http://www.winemag.com/buying-guide/c-von-nell-breuning-2013-kaseler-dominikanerberg-kabinett-halbtrocken-riesling-mosel","Robustly citrusy notes of orange peel and tangerine show brightly in this ...","http://www.winemag.com/buying-guide/c-von-nell-breuning-2013-kaseler-dominikanerberg-kabinett-halbtrocken-riesling-mosel"
